"","PC1","PC2","cluster","label"
"cell_740",0.0338439517222742,-0.00243895248907184,"Cluster_1","Normal"
"cell_741",0.0334439947373753,-0.00157348230528324,"Cluster_1","Normal"
"cell_742",0.0331417818351332,0.000461551665551167,"Cluster_1","Normal"
"cell_743",0.0330922617377646,0.00213959605360394,"Cluster_1","Normal"
"cell_744",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_745",0.032542205400028,-0.00157950710875644,"Cluster_1","Normal"
"cell_746",0.0340343831427829,-0.00422513117613704,"Cluster_1","Normal"
"cell_747",0.0351499798777013,0.0381125274349986,"Cluster_1","Normal"
"cell_748",0.0321915337836162,0.0123429568248776,"Cluster_1","Normal"
"cell_749",0.0326801115024934,0.00772821950429173,"Cluster_1","Normal"
"cell_750",0.0316174314977086,0.00475733112881362,"Cluster_1","Normal"
"cell_751",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_752",0.0328685835580688,0.00175222903856163,"Cluster_1","Normal"
"cell_753",0.0284799090523134,0.0380747018017135,"Cluster_1","Normal"
"cell_754",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_755",0.0329967746849619,0.00271228842813746,"Cluster_1","Normal"
"cell_756",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_757",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_758",0.0332462592084456,-0.000756341647795817,"Cluster_1","Normal"
"cell_759",0.0339307209949456,-0.00376223353038761,"Cluster_1","Normal"
"cell_760",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_761",0.0336132307791811,-0.00478444647446723,"Cluster_1","Normal"
"cell_762",0.0331980256037611,0.00287063356237396,"Cluster_1","Normal"
"cell_763",0.0325558331147814,0.00066877770604836,"Cluster_1","Normal"
"cell_764",0.032542205400028,-0.00157950710875644,"Cluster_1","Normal"
"cell_765",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_766",0.033768456049557,-0.00298854539884919,"Cluster_1","Normal"
"cell_767",0.0340343831427829,-0.00422513117613704,"Cluster_1","Normal"
"cell_768",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_769",0.0328325289290091,-0.00242536237796364,"Cluster_1","Normal"
"cell_770",0.0337713968076062,0.017247284325289,"Cluster_1","Normal"
"cell_771",0.0332589314693751,-0.000508052150552015,"Cluster_1","Normal"
"cell_772",0.0208957154314912,0.0525639810820697,"Cluster_2","Normal"
"cell_773",0.0331169125619275,0.00280134690830006,"Cluster_1","Normal"
"cell_774",0.0340343831427829,-0.00422513117613704,"Cluster_1","Normal"
"cell_775",0.0336878066499413,-0.00490990877437807,"Cluster_1","Normal"
"cell_776",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_777",0.0333405970504635,-0.000931731816371017,"Cluster_1","Normal"
"cell_778",0.0329749137272333,0.00107509564225754,"Cluster_1","Normal"
"cell_779",0.00979349459908157,-0.00328531046329857,"Cluster_2","Normal"
"cell_780",0.0319179177722684,0.0085154689616271,"Cluster_1","Normal"
"cell_781",0.0331494207741311,0.000421289663175694,"Cluster_1","Normal"
"cell_782",0.032542205400028,-0.00157950710875644,"Cluster_1","Normal"
"cell_783",0.032696423947251,0.00177812146819857,"Cluster_1","Normal"
"cell_784",0.0334349267507027,-0.0016148233242777,"Cluster_1","Normal"
"cell_785",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_786",0.032024529148829,0.00605508011838669,"Cluster_1","Normal"
"cell_787",0.0330411811908999,0.000367621078623907,"Cluster_1","Normal"
"cell_788",0.0339819491693473,-0.00401037007798002,"Cluster_1","Normal"
"cell_789",0.0328685835580688,0.00175222903856163,"Cluster_1","Normal"
"cell_790",0.0327332590133373,0.00539597937701464,"Cluster_1","Normal"
"cell_791",0.0321032918434619,0.0158423761870434,"Cluster_1","Normal"
"cell_792",0.0330137898876283,0.00062764247044292,"Cluster_1","Normal"
"cell_793",0.032549438600412,0.00200296364048185,"Cluster_1","Normal"
"cell_794",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_795",0.0327679945889066,0.00411318313453461,"Cluster_1","Normal"
"cell_796",0.0330241380198024,0.00486175996379323,"Cluster_1","Normal"
"cell_797",0.0327618770413604,0.00187100214683252,"Cluster_1","Normal"
"cell_798",0.0341031310456502,-0.00419190075283923,"Cluster_1","Normal"
"cell_799",0.0322927055469484,0.0157682173872555,"Cluster_1","Normal"
"cell_800",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_801",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_802",0.0330411292234708,0.000969814820518308,"Cluster_1","Normal"
"cell_803",0.0337253301750401,-0.00309565275263905,"Cluster_1","Normal"
"cell_804",0.0321361754910089,0.00270325608495199,"Cluster_1","Normal"
"cell_805",0.0340343831427829,-0.00422513117613704,"Cluster_1","Normal"
"cell_806",0.0341767269156706,-0.00438422187562221,"Cluster_1","Normal"
"cell_807",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_808",0.0330822852216084,-0.000107374983765622,"Cluster_1","Normal"
"cell_809",0.0340343831427829,-0.00422513117613704,"Cluster_1","Normal"
"cell_810",0.0341867334101606,-0.00478943940419512,"Cluster_1","Normal"
"cell_811",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_812",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_813",0.0328433906521359,0.00136542758135373,"Cluster_1","Normal"
"cell_814",0.0329051101120379,0.000582899512231364,"Cluster_1","Normal"
"cell_815",0.0325161204848064,0.0058828362200101,"Cluster_1","Normal"
"cell_816",0.0715149034105652,-0.227616525659067,"Cluster_8","Normal"
"cell_817",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_818",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_819",0.0332864804831309,-0.00333638092393054,"Cluster_1","Normal"
"cell_820",0.0330133384880779,0.00607266511897297,"Cluster_1","Normal"
"cell_821",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_822",0.0340343831427829,-0.00422513117613704,"Cluster_1","Normal"
"cell_823",0.0339514269306279,-0.00384183576286617,"Cluster_1","Normal"
"cell_824",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_825",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_826",0.0328351894542387,0.00457307534562837,"Cluster_1","Normal"
"cell_827",0.032696423947251,0.00177812146819857,"Cluster_1","Normal"
"cell_828",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_829",0.0311563320550745,0.00717996131547753,"Cluster_1","Normal"
"cell_830",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_831",0.0332521151625554,-0.000707668058996002,"Cluster_1","Normal"
"cell_832",0.0327126876856902,0.00167518310036383,"Cluster_1","Normal"
"cell_833",0.0326214927268497,0.00570640246897854,"Cluster_1","Normal"
"cell_834",0.0338689350853401,-0.00311340428362178,"Cluster_1","Normal"
"cell_835",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_836",0.0342326091112625,-0.00600658412428195,"Cluster_1","Normal"
"cell_837",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_838",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_839",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_840",0.0313655254853846,0.00357540780125765,"Cluster_1","Normal"
"cell_841",0.00861557397895928,0.00128550468228307,"Cluster_2","Normal"
"cell_842",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_843",0.0335022994987386,-0.00248112105786187,"Cluster_1","Normal"
"cell_844",0.0328685835580688,0.00175222903856163,"Cluster_1","Normal"
"cell_845",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_846",0.0330889617773478,-0.00031851324270193,"Cluster_1","Normal"
"cell_847",0.031338891805235,0.00753443044400098,"Cluster_1","Normal"
"cell_848",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_849",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_850",0.032542205400028,-0.00157950710875644,"Cluster_1","Normal"
"cell_851",0.0328628913946543,0.000613314671871785,"Cluster_1","Normal"
"cell_852",0.032542205400028,-0.00157950710875644,"Cluster_1","Normal"
"cell_853",0.0332770300959409,-0.00447063789833395,"Cluster_1","Normal"
"cell_854",0.033304541277731,-0.0222390210599771,"Cluster_1","Normal"
"cell_855",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_856",0.0332700561587882,-0.000675867610614224,"Cluster_1","Normal"
"cell_857",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_858",0.0340343831427829,-0.00422513117613704,"Cluster_1","Normal"
"cell_859",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_860",0.0327208393098147,0.00162285166398583,"Cluster_1","Normal"
"cell_861",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_862",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_863",0.0332057104282803,-0.00470643281021322,"Cluster_1","Normal"
"cell_864",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_865",0.033521221095124,-0.00263707566812615,"Cluster_1","Normal"
"cell_866",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_867",0.031893102333616,0.0112121276995131,"Cluster_1","Normal"
"cell_868",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_869",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_870",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_871",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_872",0.0317364889003781,0.00168399484473894,"Cluster_1","Normal"
"cell_873",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_874",0.0337597068280714,-0.00269262161687401,"Cluster_1","Normal"
"cell_875",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_876",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_877",0.0306843750404343,0.0239823582734109,"Cluster_1","Normal"
"cell_878",0.0338020654694942,-0.0149686371792789,"Cluster_1","Normal"
"cell_879",0.0340343831427829,-0.00422513117613704,"Cluster_1","Normal"
"cell_880",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_881",0.0341103870662535,-0.000788408813704112,"Cluster_1","Normal"
"cell_882",0.0325552445948173,0.005925527330764,"Cluster_1","Normal"
"cell_883",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_884",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_885",0.0322434997947443,-0.0052466801482956,"Cluster_1","Normal"
"cell_886",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_887",0.0336833372966885,0.0035476853011767,"Cluster_1","Normal"
"cell_888",0.0342722399449377,-0.00543269261889674,"Cluster_1","Normal"
"cell_889",0.0328685835580688,0.00175222903856163,"Cluster_1","Normal"
"cell_890",0.0335256637030328,0.00110832488658126,"Cluster_1","Normal"
